"Draft","Seat","Colors","Archetype","Themes","Creatures","Noncreatures","Lands","Avg MV","Mainboard","Sideboard"
"2","7","Blue/White","UW Artifacts","Artifacts, Spells","1","22","17","2.52","Talisman of Progress, Voltaic Key, Balance, Accumulated Knowledge, Accumulated Knowledge, Grim Monolith, Tinker, Seat of the Synod, Blinkmoth Nexus, Fact or Fiction, Serum Visions, Deep Analysis, Masticore, Mishra's Helix, Repulse, Daze, Opt, Skycloud Expanse, Skycloud Expanse, Capsize, Force Spike, Secluded Steppe, Thran Dynamo, Swords to Plowshares, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Mind Stone, Counterspell, Counterspell, Thoughtcast, Flooded Strand, Flooded Strand","Eternal Dragon, Zuran Orb, Shivan Reef, Warrior en-Kor, Defense Grid, Windswept Heath, Rapid Decay, Llanowar Wastes, Somber Hoverguard, Yavimaya Coast, Serrated Arrows, Merfolk Looter, Decree of Justice, Shatter, Quiet Speculation, Fire Diamond, Renewed Faith, Cloudchaser Eagle, Akroma's Vengeance, Roar of the Wurm, Roar of the Wurm, Myr Incubator, Land Tax, Ivory Tower, Goblin Sharpshooter, Arrogant Wurm, Siege-Gang Commander, Fires of Yavimaya, Seal of Removal, Crumbling Sanctuary"
"2","8","Red","R Burn","Spells, Goblins","14","9","17","2.26","Wasteland, Hammer of Bogardan, Goblin Warchief, Goblin Warchief, Blinkmoth Nexus, Lightning Bolt, Lightning Bolt, Lightning Bolt, Lightning Bolt, Gempalm Incinerator, Gempalm Incinerator, Goblin Piledriver, Ball Lightning, Sulfuric Vortex, Mogg Fanatic, Jackal Pup, Jackal Pup, Fireblast, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Shock, Sparksmith, Mogg Flunkies, Mogg Flunkies, Mogg Flunkies, Karplusan Forest, Karplusan Forest, Karplusan Forest, Incinerate, Siege-Gang Commander, Bloodstained Mire","Urborg Volcano, Albino Troll, Pillage, Phyrexian Tower, Patriarch's Bidding, Llanowar Wastes, Arcbound Worker, Stone Rain, Saproling Burst, Thornscape Battlemage, Earthquake, Rancor, Fireball, Goblin Sledder, Goblin Sledder, Flametongue Kavu, Flametongue Kavu, Basking Rootwalla, Treetop Village, Karplusan Forest, Skirk Prospector, Tangle Wire, Tangle Wire, Ironclaw Orcs, Avalanche Riders, Ghazbán Ogre, Shrapnel Blast, Blastoderm, Fires of Yavimaya, Call of the Herd, Bloodstained Mire"
"3","1","Red","R Combo","Artifacts","5","18","17","2.87","Wasteland, Wildfire, Wildfire, Grim Monolith, Grim Monolith, Ancient Tomb, Icy Manipulator, Icy Manipulator, Phyrexian Processor, Lightning Bolt, Scrabbling Claws, Mishra's Factory, Arcbound Ravager, Arcbound Ravager, Krark-Clan Ironworks, Mishra's Helix, Fire Diamond, Metalworker, Ornithopter, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Thran Dynamo, Covetous Dragon, Tangle Wire, Mind Stone, Howling Mine, Shrapnel Blast, Chrome Mox, City of Traitors, Great Furnace, Great Furnace, Cloudpost, Cloudpost","Zuran Orb, Warrior en-Kor, Recoil, Goblin Warchief, Somber Hoverguard, Gempalm Incinerator, Goblin Grappler, Temporal Aperture, Creeping Mold, Brushland, Pacifism, Arcbound Worker, Soltari Visionary, Saproling Burst, Shatter, Thornscape Battlemage, Sylvan Library, Disenchant, Cataclysm, Flametongue Kavu, Wing Shards, Karplusan Forest, Anurid Brushhopper, Myr Incubator, Ghazbán Ogre, Siege-Gang Commander, Pyroclasm, Anger, City of Brass"
"3","2","Blue","U Artifacts","Artifacts, Spells","4","19","17","3.09","Talisman of Progress, Voltaic Key, Gush, Winter Orb, Tinker, Seat of the Synod, Seat of the Synod, Somber Hoverguard, Fact or Fiction, Serum Visions, Skycloud Expanse, Skycloud Expanse, Upheaval, Darksteel Citadel, Miscalculation, Miscalculation, Miscalculation, Thirst for Knowledge, Ornithopter, Frogmite, Frogmite, Worn Powerstone, Island, Island, Island, Island, Island, Island, Island, Island, Memory Lapse, Tangle Wire, Cephalid Coliseum, Mind Stone, Thoughtcast, Thoughtcast, Parallax Tide, Saprazzan Skerry, Rishadan Port, Cloudpost","Frantic Search, Accumulated Knowledge, Defense Grid, Squirrel Nest, Wall of Roots, Yavimaya Coast, Blazing Specter, Replenish, Nightscape Familiar, Centaur Garden, Decree of Justice, Reflecting Pool, Astral Slide, Capsize, Force Spike, Kjeldoran Outpost, Secluded Steppe, Condescend, Roar of the Wurm, Nomads en-Kor, Misdirection, Tradewind Rider, Land Tax, Ivory Tower, Order of Leitbur, Arrogant Wurm, Welding Jar, Aura of Silence"
"3","3","Red","R Burn","Goblins, Creatures","17","6","17","2.35","Hammer of Bogardan, Goblin Warchief, Lightning Bolt, Gempalm Incinerator, Goblin Piledriver, Ball Lightning, Ball Lightning, Sulfuric Vortex, Mogg Fanatic, Jackal Pup, Jackal Pup, Ghitu Encampment, Fireblast, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Mountain, Shock, Fireball, Goblin Sledder, Goblin Sledder, Flametongue Kavu, Mogg Flunkies, Mogg Flunkies, Karplusan Forest, Karplusan Forest, Ironclaw Orcs, Ironclaw Orcs, Goblin Sharpshooter, Siege-Gang Commander","Urborg Volcano, Pillage, Gemstone Mine, Shivan Reef, Warrior en-Kor, Firestorm, Starstorm, Urza's Rage, Wax // Wane, Heart of Ramos, Cursed Scroll, Deep Analysis, Deep Analysis, Serrated Arrows, Soltari Monk, Arcbound Worker, Kavu Chameleon, Knight of Stromgald, Force of Will, Earthquake, Thunderscape Battlemage, Renewed Faith, Karplusan Forest, Covetous Dragon, Thawing Glaciers, Counterspell, Blastoderm, White Knight, Black Vise, Call of the Herd, Call of the Herd, Sulfurous Springs, Soltari Priest, Crumbling Sanctuary"
"3","4","Blue","U Artifacts","Artifacts","7","16","17","2.87","Talisman of Progress, Ancient Den, Vault of Whispers, Voltaic Key, Voltaic Key, Sky Diamond, Grim Monolith, Tinker, Tinker, Phyrexian Processor, Blinkmoth Nexus, Swamp, Masticore, Arcbound Ravager, Krark-Clan Ironworks, Pentad Prism, Cranial Plating, Cranial Plating, Underground River, Karn, Silver Golem, Metalworker, Thran Dynamo, Frogmite, Frogmite, Worn Powerstone, Island, Island, Island, Island, Island, Island, Island, Island, Island, Powder Keg, Phyrexian Colossus, Adarkar Wastes, Chrome Mox, Flooded Strand, Cloudpost","Ancient Den, Vault of Whispers, Parallax Wave, Patriarch's Bidding, Windswept Heath, Wrath of God, Replenish, Attunement, Soltari Monk, Undermine, Arcbound Worker, Jester's Cap, Tree of Tales, Barbed Sextant, Barbed Sextant, Symbiotic Wurm, Smother, Cloudchaser Eagle, Akroma's Vengeance, Swords to Plowshares, Sparksmith, Disciple of the Vault, Disciple of the Vault, Armageddon, Drain Life, Staunch Defenders, Vampiric Tutor, Seal of Removal, Phyrexian Negator, Soltari Priest"
"3","5","Green","G Ramp","Creatures","19","4","17","2.39","Albino Troll, Survival of the Fittest, Genesis, Plow Under, Squirrel Nest, Eternal Witness, Eternal Witness, Llanowar Wastes, Wall of Roots, Yavimaya Coast, Yavimaya Coast, Yavimaya Coast, Weatherseed Treefolk, Viridian Shaman, Crystal Vein, Llanowar Elves, Llanowar Elves, Gaea's Cradle, River Boa, Werebear, Rancor, Tranquil Thicket, Tranquil Thicket, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Forest, Treetop Village, Birds of Paradise, Birds of Paradise, Birds of Paradise, Birds of Paradise, Arrogant Wurm, Wild Mongrel, Wild Mongrel, Wall of Blossoms","Albino Troll, Nimble Mongoose, Llanowar Wastes, Brainstorm, Yavimaya Coast, Bottle Gnomes, Giant Growth, Deep Analysis, Creeping Mold, Spike Feeder, Attunement, Man-o'-War, Salt Marsh, Uktabi Orangutan, Arcbound Worker, Stone Rain, Pouncing Jaguar, Spike Weaver, Rampant Growth, Karplusan Forest, Opposition, Mana Leak, Autumn Willow, Elfhame Palace, Control Magic, Erhnam Djinn, Fires of Yavimaya, Drain Life"
"3","6","Blue","U Spellslinger","Spells","3","20","17","2.83","Shivan Reef, Shivan Reef, Shivan Reef, Accumulated Knowledge, Accumulated Knowledge, Accumulated Knowledge, Blinkmoth Nexus, Fact or Fiction, Fact or Fiction, Mishra's Factory, Dismiss, Merfolk Looter, Man-o'-War, Forbid, Repulse, Daze, Opt, Force of Will, Force of Will, Circular Logic, Circular Logic, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Island, Waterfront Bouncer, Counterspell, Counterspell, Counterspell, Confiscate, Impulse, Mystical Tutor","Cabal Therapy, Shivan Reef, Frantic Search, Wonder, Rapid Decay, Careful Study, Wrath of God, Glory, Lightning Bolt, Darkwater Catacombs, Fallen Askari, Opalescence, Masticore, Goblin Taskmaster, Decree of Justice, Chainer's Edict, Underground River, Secluded Steppe, Quiet Speculation, Thirst for Knowledge, Fire // Ice, Mogg Flunkies, Hydroblast, Opposition, Evincar's Justice, Avalanche Riders, Rising Waters, Psychatog, Incinerate, Academy Rector, Empyrial Armor, Empyrial Armor"
"3","7","Black/Green","BG Graveyard","Spells","10","13","17","2.78","Dark Banishing, Survival of the Fittest, Phyrexian Tower, Ravenous Rats, Eternal Witness, Llanowar Wastes, Llanowar Wastes, Llanowar Wastes, Spiritmonger, Contagion, Undead Gladiator, Vendetta, Dark Ritual, Dark Ritual, Dark Ritual, Dark Ritual, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Innocent Blood, Volrath's Stronghold, Hypnotic Specter, Hypnotic Specter, Chainer's Edict, Verdant Force, Necropotence, Necropotence, Tranquil Thicket, Recurring Nightmare, Phyrexian Scuta, Nekrataal, Wall of Blossoms","Diabolic Edict, Aeolipile, Parallax Wave, Simoon, Overrun, Patriarch's Bidding, Order of the Ebon Hand, Yawgmoth's Will, Yawgmoth's Will, Serra Angel, Elvish Archers, Plague Spitter, Terminate, Wild Dogs, Soltari Visionary, Saproling Burst, Secluded Steppe, Black Knight, Black Knight, Necropotence, Phantom Centaur, Rancor, Basking Rootwalla, Basking Rootwalla, Roar of the Wurm, Skirk Prospector, Elfhame Palace, Order of Leitbur, Krosan Verge, Yawgmoth's Bargain, Bloodstained Mire"
"3","8","Black/White","BW Midrange","Spells","8","15","17","3.39","Eternal Dragon, Eternal Dragon, Doomed Necromancer, Dance of the Dead, Entomb, Exalted Angel, Exalted Angel, Barren Moor, Duress, Wrath of God, Vendetta, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Swamp, Spirit of the Night, Visara the Dreadful, Buried Alive, Hymn to Tourach, Recurring Nightmare, Swords to Plowshares, Swords to Plowshares, Swords to Plowshares, Zombify, Stitch Together, Plains, Plains, Plains, Plains, Plains, Plains, Stupor, Nekrataal, Ghastly Demise","Shadowblood Ridge, Balance, Ray of Distortion, Order of the Ebon Hand, Last Rites, Addle, Lightning Bolt, Talisman of Dominance, Aquamoeba, Opalescence, Brushland, Reflecting Pool, Astral Slide, Mirari's Wake, Underground River, Arcanis the Omnipotent, Fellwar Stone, Nevinyrral's Disk, Seal of Cleansing, Renewed Faith, Akroma's Vengeance, Spite // Malice, Nomads en-Kor, Enlightened Tutor, Blastoderm, Psychatog, Order of Leitbur, Fires of Yavimaya, Academy Rector, Phantom Nishoba, Phyrexian Arena, City of Brass, Flooded Strand, Reprisal, Bloodstained Mire, Paladin en-Vec"
